time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1636	-6.91111	4.67819	2.37291	-0.503071	radar	1.87788	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3421	-6.60612	5.05602	2.29028	-0.594304	lidar	2.6282	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5096	-6.43153	4.89998	2.26069	-0.608772	radar	3.43043	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.577	-6.36466	4.37229	2.26132	-0.551092	lidar	5.07295	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7166	-6.1869	4.48535	2.23714	-0.537646	radar	0.379411	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9136	-5.94155	4.80422	2.19953	-0.561863	lidar	3.12983	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0475	-5.72603	4.90328	2.16679	-0.56272	radar	1.78371	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1739	-5.57998	4.70733	2.1587	-0.530079	lidar	0.359561	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3306	-5.38318	4.91924	2.15448	-0.476942	radar	1.04677	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4876	-5.1315	5.1064	2.12221	-0.493518	lidar	0.499811	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6156	-4.95782	5.08164	2.1245	-0.429899	radar	5.79553	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7256	-4.82427	4.77132	2.12477	-0.392503	lidar	0.606066	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.845	-4.61484	4.77304	2.10161	-0.399084	radar	0.117308	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9695	-4.33722	5.01208	2.061	-0.433772	lidar	0.451533	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0751	-4.12434	4.61165	2.00613	-0.543513	radar	11.21	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1732	-3.79617	5.01935	1.94518	-0.598905	lidar	1.3659	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2478	-3.55802	4.84869	1.88663	-0.683834	radar	2.72347	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2682	-3.30057	4.8843	1.8296	-0.713175	lidar	4.04948	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3199	-3.05896	4.87743	1.78643	-0.732109	radar	0.0575034	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3327	-2.85871	4.69382	1.74492	-0.736591	lidar	1.41276	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3905	-2.6598	4.61318	1.73585	-0.669609	radar	1.83325	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4538	-2.58599	4.03395	1.73343	-0.628318	lidar	4.52435	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5092	-2.36945	4.17073	1.72749	-0.560596	radar	1.62945	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5595	-2.16401	4.18522	1.70816	-0.549133	lidar	0.640352	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5916	-1.93808	4.29612	1.69745	-0.496101	radar	2.17801	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5975	-1.62515	4.67655	1.65576	-0.521123	lidar	1.65966	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5913	-1.41285	4.56877	1.60544	-0.584226	radar	1.53575	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5972	-1.16185	4.66018	1.57545	-0.585727	lidar	0.0360127	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6271	-0.951749	4.56886	1.56506	-0.552985	radar	5.12631	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6425	-0.652623	4.85618	1.54421	-0.544352	lidar	0.791626	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6287	-0.393813	4.95057	1.49906	-0.601823	radar	2.29285	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5834	-0.0349737	5.40039	1.46063	-0.609891	lidar	1.74462	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5641	0.231452	5.40458	1.43323	-0.612514	radar	1.76737	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5387	0.539823	5.56682	1.41052	-0.601854	lidar	0.474645	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5274	0.796698	5.41236	1.40941	-0.528851	radar	1.98546	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5213	1.05884	5.38653	1.39703	-0.513759	lidar	2.29581	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4795	1.359	5.43149	1.39845	-0.427153	radar	5.92445	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4292	1.51617	4.99918	1.36644	-0.444571	lidar	0.895187	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3902	1.69406	4.69492	1.34747	-0.43148	radar	8.47118	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3437	1.85196	4.41592	1.32081	-0.441003	lidar	0.353841	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2761	2.06466	4.501	1.28423	-0.483569	radar	0.474431	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2206	2.22761	4.29433	1.2565	-0.491341	lidar	0.232719	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1597	2.41968	4.16644	1.24131	-0.46184	radar	0.359337	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0782	2.71723	4.55297	1.23156	-0.436079	lidar	0.778838	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9816	2.94126	4.81684	1.17884	-0.528238	radar	2.96424	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8658	3.29963	5.34524	1.17248	-0.49044	lidar	1.45156	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7809	3.55001	5.33344	1.15859	-0.47379	radar	2.11312	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6798	3.7107	5.0212	1.1194	-0.500414	lidar	0.534404	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5642	3.91307	4.9657	1.08572	-0.517783	radar	1.14633	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.507	4.04467	4.58544	1.05907	-0.529412	lidar	3.52204	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3868	4.23114	4.57846	1.02552	-0.543632	radar	0.525102	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2168	4.49342	4.87504	1.0008	-0.530968	lidar	2.28482	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0684	4.67828	4.64166	0.976367	-0.500953	radar	8.89812	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9536	4.86999	4.61979	0.956768	-0.494919	lidar	0.374883	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7978	5.05465	4.64958	0.924033	-0.505078	radar	2.32649	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6205	5.30606	4.91916	0.910513	-0.479888	lidar	1.02606	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4461	5.49462	5.12569	0.866918	-0.528987	radar	0.640066	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2551	5.66395	5.09263	0.824793	-0.550408	lidar	1.18688	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0932	5.81982	5.04157	0.786936	-0.575105	radar	3.04767	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9186	5.97096	4.96011	0.749708	-0.589448	lidar	0.0632616	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7815	6.12879	4.31219	0.750541	-0.504183	radar	3.36059	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6262	6.28005	4.3213	0.728376	-0.49987	lidar	0.0303782	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4834	6.42331	4.22056	0.711079	-0.485964	radar	1.04421	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2364	6.72368	4.80323	0.739415	-0.389498	lidar	5.0069	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0438	6.85008	4.72859	0.701815	-0.414661	radar	5.43143	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.825	7.04525	4.92415	0.692253	-0.392018	lidar	0.964446	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6093	7.18689	5.08949	0.653168	-0.431466	radar	1.63316	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4297	7.31829	4.98412	0.626525	-0.442379	lidar	0.358223	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1891	7.47767	5.43944	0.589775	-0.485336	radar	1.42004	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0028	7.63397	5.36674	0.576492	-0.473761	lidar	2.16292	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8135	7.82183	5.00102	0.595916	-0.381053	radar	5.32757	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6171	7.94709	4.94573	0.572274	-0.389513	lidar	0.0614337	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4294	8.07127	4.86211	0.553134	-0.390485	radar	1.49587	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2341	8.05083	4.5128	0.466592	-0.493997	lidar	4.45743	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.049	8.17669	4.18753	0.466326	-0.440342	radar	4.19377	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.876	8.34954	4.29781	0.486248	-0.378097	lidar	3.19762	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6234	8.47903	4.89953	0.460843	-0.404215	radar	5.22711	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3516	8.64988	5.14129	0.466796	-0.357614	lidar	1.39987	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1551	8.77778	4.75844	0.475194	-0.296335	radar	1.12023	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9723	8.86422	4.64557	0.452424	-0.311869	lidar	0.479859	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7814	8.9593	4.46151	0.440832	-0.299803	radar	0.313579	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5695	9.02902	4.44155	0.411733	-0.319505	lidar	0.59006	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.316	9.15555	4.86504	0.403751	-0.314494	radar	5.00194	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0057	9.2762	5.12931	0.393228	-0.296849	lidar	6.23843	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7902	9.35996	5.05685	0.373058	-0.307815	radar	1.69799	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5224	9.47513	5.18406	0.367509	-0.289348	lidar	0.566744	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2465	9.525	5.51464	0.316097	-0.362488	radar	4.46317	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9184	9.68539	5.81884	0.332787	-0.303155	lidar	1.56039	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6584	9.80473	5.4113	0.348216	-0.227234	radar	2.77729	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.3917	9.89879	5.44915	0.337333	-0.224912	lidar	0.142908	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1301	9.99536	5.5516	0.326491	-0.229496	radar	0.334303	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.864	10.1059	5.59829	0.325454	-0.213719	lidar	0.127023	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.5966	10.1896	5.62475	0.311114	-0.221135	radar	0.0454775	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3731	10.2613	5.48171	0.29482	-0.233936	lidar	1.24741	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1024	10.3482	5.6146	0.283181	-0.239877	radar	0.361809	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9154	10.306	5.20358	0.216326	-0.331427	lidar	2.00204	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6721	10.3633	5.09459	0.203715	-0.321708	radar	0.114736	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4948	10.3094	4.76889	0.136752	-0.407424	lidar	1.67073	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1734	10.3673	5.4349	0.122038	-0.40734	radar	7.06524	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9027	10.4208	5.45893	0.113142	-0.389367	lidar	0.216665	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.678	10.4323	4.77882	0.0996568	-0.353857	radar	5.74928	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4645	10.3775	4.63835	0.0405824	-0.419204	lidar	1.68987	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2099	10.3918	4.78768	0.0230667	-0.414317	radar	0.713325	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8533	10.6027	5.23759	0.12332	-0.217947	lidar	8.45052	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6001	10.6585	4.98359	0.135713	-0.165694	radar	0.837056	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3743	10.6441	4.8764	0.100331	-0.207709	lidar	0.575867	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.108	10.6699	5.1305	0.0867304	-0.220121	radar	0.489254	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8377	10.7846	5.25998	0.126303	-0.144257	lidar	3.75613	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5616	10.8445	5.29507	0.136377	-0.114205	radar	1.13866	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.4029	10.7742	5.03077	0.0768415	-0.197149	lidar	1.98093	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1296	10.8034	4.92933	0.0723116	-0.18379	radar	0.354003	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8928	10.8913	5.09165	0.105983	-0.118291	lidar	1.78038	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5842	10.915	5.24007	0.0936666	-0.129021	radar	3.09705	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.371	10.9266	5.13409	0.0799903	-0.143948	lidar	0.486992	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0801	10.886	5.88612	0.0159716	-0.274861	radar	5.64947	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7513	10.8398	5.8773	-0.0242099	-0.308148	lidar	2.69857	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.4931	10.8461	5.47549	-0.0252063	-0.270003	radar	1.0269	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2804	10.823	5.29454	-0.0524445	-0.29827	lidar	1.23651	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0517	10.8589	4.6236	-0.0293163	-0.211115	radar	4.0238	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78949	10.9303	4.7825	0.00282907	-0.149122	lidar	1.95606	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.58966	10.8819	4.76802	-0.0393857	-0.213196	radar	3.87354	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.31345	10.9272	4.92333	-0.0179633	-0.164632	lidar	0.789274	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.08777	10.8882	4.81238	-0.0450466	-0.191275	radar	2.42379	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79992	10.9404	5.00139	-0.0169613	-0.133803	lidar	1.14736	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.58464	10.8774	4.872	-0.0585343	-0.188131	radar	6.30034	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.47285	10.7687	4.395	-0.133543	-0.294546	lidar	2.84131	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.23642	10.7681	4.35716	-0.12759	-0.257538	radar	1.58083	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.809	10.8713	5.0147	-0.0364795	-0.0847133	lidar	7.93962	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54578	10.8689	4.90809	-0.0266421	-0.0486438	radar	1.68163	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25379	10.8701	5.06702	-0.0179097	-0.0278902	lidar	0.745066	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.03787	10.8873	4.72415	-0.00129592	0.0161818	radar	2.09951	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015
