time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.61151	18.8388	4.87736	3.83446	0.547011	radar	1.69978	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.43566	18.7068	4.82083	3.85653	0.541784	lidar	0.922504	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.28225	18.5593	4.53606	3.88604	0.539929	radar	0.862881	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.17577	18.4107	4.39003	3.93678	0.581013	lidar	0.799584	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.97391	18.2423	5.05529	3.95398	0.575243	radar	5.74712	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65103	18.0955	5.31653	3.89755	0.438691	lidar	3.27666	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.5005	17.9471	4.77627	3.9153	0.418347	radar	3.53364	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24211	17.7842	4.98358	3.89236	0.34775	lidar	1.11716	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.03552	17.6041	5.35112	3.90818	0.356065	radar	1.75634	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.87147	17.4843	5.18606	3.9175	0.350186	lidar	6.17328	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.7106	17.2709	5.44741	3.96272	0.402841	radar	1.91124	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.53879	17.0725	5.41673	3.98799	0.411212	lidar	0.0266491	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.38649	16.9069	4.81924	3.99866	0.381162	radar	1.69293	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.23736	16.7426	4.77363	4.01594	0.380577	lidar	0.456683	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06023	16.5419	4.76933	4.02585	0.360796	radar	4.25221	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.90812	16.3143	4.84909	4.05466	0.37316	lidar	2.35609	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76388	16.1364	4.72086	4.06848	0.363581	radar	0.271804	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54391	15.9751	4.82871	4.03899	0.290218	lidar	1.43079	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.39923	15.7432	5.29968	4.07718	0.339254	radar	1.76202	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.21915	15.5135	5.37969	4.08595	0.32443	lidar	0.477136	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.05168	15.3225	5.15942	4.08463	0.291326	radar	0.985901	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.822511	15.0983	5.35018	4.06266	0.231229	lidar	1.22202	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.68745	14.9193	5.00888	4.07296	0.223068	radar	2.10481	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.62889	14.7152	4.82144	4.13064	0.296511	lidar	0.963113	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.50035	14.4726	5.2635	4.1632	0.332167	radar	1.82631	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.315153	14.2407	5.37025	4.15595	0.293453	lidar	0.381034	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.156845	13.9877	5.72885	4.17279	0.304948	radar	0.752363	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.213511	13.7325	5.3679	4.2944	0.474239	lidar	5.00865	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.102066	13.4912	5.40269	4.31485	0.470218	radar	0.268078	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0836864	13.2492	5.50997	4.29259	0.397292	lidar	0.973138	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.197748	13.0337	5.07739	4.29834	0.36659	radar	1.0659	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.147809	12.8261	4.8031	4.39375	0.492406	lidar	3.56432	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.25579	12.5987	4.68093	4.39753	0.455934	radar	2.21789	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.388104	12.3727	4.75721	4.38566	0.400436	lidar	0.596522	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.503797	12.1648	4.7693	4.37903	0.359296	radar	3.28583	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.580029	11.9568	4.73122	4.39467	0.35699	lidar	0.359485	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.708427	11.7253	4.83924	4.37986	0.305069	radar	2.83514	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.944057	11.4747	5.07177	4.30266	0.157758	lidar	4.24581	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03446	11.2486	4.80725	4.30972	0.148258	radar	1.51923	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.23693	11.0241	4.98558	4.2531	0.0484981	lidar	1.84565	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.33489	10.7734	5.43747	4.27844	0.0986197	radar	1.36994	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.47318	10.5069	5.52753	4.27222	0.0797938	lidar	0.467905	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.59211	10.2364	5.69177	4.28151	0.091375	radar	0.653448	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.65912	10.0296	5.4807	4.30811	0.129528	lidar	2.55317	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.74159	9.80226	5.24061	4.32174	0.137098	radar	0.739023	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78745	9.59454	5.06931	4.35362	0.179052	lidar	1.06333	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.93046	9.33191	5.44425	4.34006	0.149133	radar	1.97194	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-2.00902	9.02715	5.53135	4.36422	0.171534	lidar	3.80963	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.07858	8.81137	5.13337	4.37483	0.167353	radar	1.9909	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.1704	8.56355	5.15992	4.37986	0.161463	lidar	0.0325258	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.32034	8.29809	5.3515	4.35391	0.106001	radar	2.24648	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.33129	8.08127	5.13906	4.40196	0.177445	lidar	1.31408	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36478	7.88242	4.95587	4.43172	0.215263	radar	5.35501	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49701	7.62473	5.10609	4.40785	0.158011	lidar	0.767454	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66425	7.38344	4.95264	4.35569	0.048179	radar	4.2497	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77518	7.13098	5.04546	4.34589	0.0267325	lidar	0.312342	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82542	6.90188	5.22213	4.3798	0.0949716	radar	1.91922	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83367	6.71494	4.91746	4.42356	0.161901	lidar	2.09061	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.85198	6.51553	4.47345	4.45108	0.183791	radar	2.2728	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.91348	6.28541	4.51895	4.45868	0.179661	lidar	0.176676	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06131	6.02055	4.92552	4.42004	0.106077	radar	4.67043	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16952	5.72577	5.14241	4.40618	0.0698836	lidar	2.21874	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28241	5.47423	4.95708	4.37708	-0.00217982	radar	1.82576	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39836	5.20339	5.134	4.35974	-0.0324701	lidar	0.687242	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46294	4.9566	5.27613	4.38213	0.0203844	radar	0.418671	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.61242	4.64599	5.61662	4.35303	-0.0307144	lidar	1.55307	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.71994	4.3885	5.43073	4.3334	-0.0825814	radar	1.57627	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.88246	4.09265	5.73688	4.30344	-0.123168	lidar	1.14701	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.93652	3.86858	5.62704	4.34195	-0.0167363	radar	2.21582	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98364	3.66703	5.2568	4.35884	0.00979783	lidar	1.27203	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04948	3.5047	4.78317	4.35441	-0.0100451	radar	3.52211	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14437	3.25996	4.89002	4.35136	-0.0149753	lidar	0.115348	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27109	2.98778	5.09208	4.32945	-0.0655299	radar	0.814038	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37743	2.69068	5.35794	4.32792	-0.0661015	lidar	1.35908	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45715	2.44671	5.31527	4.34272	-0.0200181	radar	0.314164	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57343	2.15874	5.53302	4.34007	-0.0204335	lidar	0.42012	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67572	1.94187	5.37738	4.30719	-0.120441	radar	3.80486	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.80767	1.63481	5.69608	4.30354	-0.110633	lidar	0.949288	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92545	1.3863	5.66781	4.2914	-0.127082	radar	0.131656	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97242	1.19615	5.23948	4.28985	-0.138861	lidar	5.69757	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05712	1.01928	4.883	4.28113	-0.139233	radar	0.874325	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10894	0.814214	4.72191	4.28418	-0.134657	lidar	3.45035	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21769	0.460244	5.39389	4.30628	-0.0841822	radar	6.24009	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29078	0.229413	5.27222	4.30729	-0.0829347	lidar	1.55337	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.37054	0.0915444	4.35128	4.26034	-0.256062	radar	5.74021	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.43399	-0.142785	4.52257	4.27264	-0.203067	lidar	1.32198	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.56962	-0.323756	4.63978	4.22158	-0.314433	radar	1.63048	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.7068	-0.488007	4.52078	4.17006	-0.399148	lidar	1.30342	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.8338	-0.752943	5.09786	4.16831	-0.364906	radar	4.03594	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93426	-1.09726	5.57248	4.24526	-0.146088	lidar	2.49152	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01012	-1.42334	5.67889	4.31603	0.0225834	radar	2.75731	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15795	-1.59915	5.41729	4.25462	-0.0978795	lidar	1.49112	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29945	-1.84821	5.7935	4.22725	-0.153634	radar	1.4846	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41354	-2.12497	5.83765	4.23744	-0.123966	lidar	0.324041	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56987	-2.29396	5.30018	4.19341	-0.177607	radar	3.93014	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72542	-2.48605	5.21769	4.15976	-0.217998	lidar	0.413795	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88459	-2.68828	5.21973	4.13222	-0.24487	radar	0.931495	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9676	-2.99282	5.36811	4.17801	-0.151651	lidar	2.63158	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09717	-3.21136	5.17185	4.1722	-0.14428	radar	0.191399	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22142	-3.38376	5.03767	4.14847	-0.175446	lidar	1.37749	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36629	-3.64705	5.21758	4.15577	-0.14603	radar	4.51397	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53192	-3.74419	4.95257	4.08761	-0.251648	lidar	4.27131	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67794	-3.95196	5.12353	4.0757	-0.253735	radar	0.466376	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82966	-4.19848	5.21657	4.08104	-0.221412	lidar	0.735443	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98079	-4.41944	5.16993	4.07733	-0.206922	radar	0.465813	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13908	-4.67462	5.28371	4.08586	-0.172488	lidar	1.28788	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.28147	-4.86965	4.87406	4.08034	-0.160567	radar	1.17724	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40132	-5.08715	4.89129	4.09149	-0.129399	lidar	0.296528	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5565	-5.23296	4.7396	4.05751	-0.175418	radar	2.45333	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74039	-5.43177	4.81798	4.03768	-0.190404	lidar	2.03004	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90328	-5.62697	4.93608	4.02567	-0.194841	radar	0.323173	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05515	-5.81464	4.92528	4.01695	-0.193532	lidar	0.0319384	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.1993	-5.95275	4.68615	3.99182	-0.219239	radar	4.66077	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37371	-6.03232	4.52435	3.9289	-0.304891	lidar	2.95231	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55596	-6.21414	4.78084	3.91437	-0.303522	radar	1.41164	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68502	-6.44828	4.83679	3.94955	-0.223639	lidar	1.16182	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91851	-6.60114	5.11637	3.89904	-0.286687	radar	6.3302	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1277	-6.78195	5.16578	3.87861	-0.294987	lidar	0.65221	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3164	-6.93632	5.10918	3.85678	-0.306675	radar	0.642439	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5511	-7.13789	5.24048	3.84244	-0.302297	lidar	3.65305	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7632	-7.26675	5.13128	3.80452	-0.338406	radar	1.58632	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0134	-7.4435	5.24934	3.77993	-0.347905	lidar	3.19999	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2021	-7.57506	4.97893	3.75961	-0.35323	radar	1.28792	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3312	-7.73959	4.87059	3.77984	-0.296324	lidar	3.40647	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5283	-7.85939	4.88189	3.75302	-0.315674	radar	1.58944	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6978	-7.96054	4.77149	3.72978	-0.328775	lidar	2.61818	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8903	-8.07031	4.56838	3.70473	-0.342642	radar	0.406934	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0965	-8.1553	4.54882	3.66528	-0.377289	lidar	0.301468	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3344	-8.27654	5.13825	3.64022	-0.384519	radar	1.87993	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5415	-8.36563	5.06327	3.61102	-0.40074	lidar	1.36484	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7463	-8.44614	4.65018	3.57848	-0.422871	radar	1.15595	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0289	-8.53938	4.80444	3.53297	-0.459267	lidar	4.38431	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2923	-8.62788	5.09554	3.49942	-0.473346	radar	2.35918	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5103	-8.68251	5.02347	3.46482	-0.490738	lidar	1.47933	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7222	-8.71914	4.60302	3.4208	-0.525592	radar	2.42067	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9316	-8.84809	4.61496	3.43634	-0.461506	lidar	1.52227	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2018	-8.92245	5.20114	3.41229	-0.457661	radar	1.94822	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4227	-9.06278	5.16889	3.43885	-0.38201	lidar	1.0985	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6481	-9.13603	4.878	3.42232	-0.381081	radar	0.520386	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9455	-9.12227	4.99272	3.34397	-0.471901	lidar	1.47644	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2111	-9.1924	5.04406	3.32871	-0.45965	radar	4.48091	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4704	-9.3326	5.1004	3.35761	-0.381229	lidar	5.30724	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7043	-9.37309	4.72171	3.33044	-0.399052	radar	1.16526	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9508	-9.46412	4.77161	3.33542	-0.361856	lidar	2.00035	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1986	-9.48007	4.74499	3.29799	-0.392668	radar	1.85562	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4468	-9.46239	4.76897	3.246	-0.441854	lidar	0.598543	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6509	-9.47644	4.68199	3.22528	-0.438884	radar	4.68412	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9456	-9.44341	4.84028	3.16374	-0.5004	lidar	1.74712	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1991	-9.50642	5.07498	3.17818	-0.434564	radar	7.7332	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4667	-9.5249	5.11155	3.16157	-0.427413	lidar	0.461945	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7237	-9.51697	4.90557	3.12927	-0.450228	radar	1.61556	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9794	-9.47611	4.94652	3.08549	-0.482714	lidar	0.204938	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.219	-9.44568	4.81935	3.0514	-0.50141	radar	0.313606	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.393	-9.51551	4.60026	3.08806	-0.405905	lidar	1.73848	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6275	-9.50578	4.88786	3.07648	-0.385412	radar	1.68633	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8864	-9.48837	4.92924	3.05668	-0.386945	lidar	0.289409	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.114	-9.44903	4.9623	3.03125	-0.39301	radar	3.73029	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3815	-9.29866	5.0918	2.94063	-0.501173	lidar	3.06895	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6143	-9.22173	4.8555	2.89599	-0.539988	radar	0.904142	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8756	-9.07722	5.00765	2.82145	-0.6129	lidar	0.974737	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1246	-8.95438	5.17973	2.77131	-0.638575	radar	4.68006	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.235	-9.18867	4.39412	2.92288	-0.355546	lidar	14.0964	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4729	-9.15452	4.65808	2.91925	-0.329272	radar	1.65183	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7098	-9.0296	4.75501	2.86284	-0.390478	lidar	1.02882	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9547	-8.94935	4.72561	2.83378	-0.410372	radar	2.66825	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1465	-8.88138	4.63688	2.81651	-0.403201	lidar	0.927228	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3797	-8.80147	4.60421	2.79243	-0.413877	radar	1.99945	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5592	-8.79173	4.42178	2.81149	-0.350936	lidar	0.770691	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7392	-8.68116	4.06559	2.76145	-0.41239	radar	4.90248	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9405	-8.58465	4.12594	2.73081	-0.428701	lidar	0.11166	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1525	-8.479	4.53006	2.71002	-0.414764	radar	2.46705	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4059	-8.34763	4.70639	2.67318	-0.442857	lidar	1.7945	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5911	-8.24432	4.50446	2.64603	-0.456863	radar	0.729026	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8732	-7.9173	5.10432	2.50855	-0.635536	lidar	6.02682	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0663	-7.76358	4.81916	2.45894	-0.685643	radar	2.69987	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2994	-7.56615	5.03712	2.41008	-0.710954	lidar	1.81259	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5114	-7.39754	5.43895	2.40434	-0.634426	radar	1.95823	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6602	-7.29794	5.09927	2.40428	-0.584251	lidar	1.30729	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8615	-7.108	5.26662	2.37635	-0.575597	radar	0.710235	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9943	-7.09529	4.69683	2.41202	-0.473252	lidar	2.78099	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
